timestamp,open,high,low,close,volume
2017-06-06,666.9750,666.9750,655.5000,646.8436,4384712
2017-06-05,663.1250,670.5000,657.9250,654.9980,4953412
2017-06-02,667.5000,669.3500,658.5000,652.7316,5255130
2017-06-01,666.3500,670.0000,661.5000,654.4561,4358656
2017-05-31,683.5000,683.9750,667.9000,660.5904,7508198
2017-05-30,677.9500,682.3500,674.2500,669.7797,4415454
2017-05-29,668.5000,682.7250,667.8000,668.5725,10982340
2017-05-26,651.9750,672.2000,650.0000,658.9152,9797278
2017-05-25,650.0000,656.2000,648.2250,641.7438,11850670
2017-05-24,653.7500,656.8500,647.5500,639.4034,6549608
2017-05-23,662.8500,664.9250,651.0000,643.2713,4216446
2017-05-22,663.2500,666.8000,657.6000,652.4359,4023718
2017-05-19,666.5000,667.8500,655.0000,649.8245,5857766
2017-05-18,670.1250,675.0000,662.0500,654.0126,4475832
2017-05-17,676.5000,682.9750,673.8750,666.7001,4500608
2017-05-16,673.0250,688.4500,670.5000,668.2769,5785894
2017-05-15,678.2000,678.2000,666.7500,662.2657,3080426
2017-05-12,680.0250,682.0000,672.0250,665.3944,3439458
2017-05-11,682.0500,684.8750,675.8250,669.8782,6301512
2017-05-10,667.4000,681.8000,665.3250,669.6565,10471864
2017-05-09,662.0000,666.8250,660.1250,655.4908,9649022
2017-05-08,665.0000,669.7500,659.1750,651.0809,7345170
2017-05-05,680.8000,683.6750,662.5000,654.4561,7131086
2017-05-04,687.5000,689.8000,677.0250,669.0898,6567622
2017-05-03,688.4500,690.3750,682.5000,675.0764,4343098
2017-05-02,697.6000,701.0000,683.1500,675.2982,8499368
2017-04-28,704.8750,710.1500,695.5000,687.4437,5416808
2017-04-27,708.5000,712.0750,701.1000,694.4896,5747310
2017-04-26,717.5000,720.0250,701.3000,697.9140,7663550
2017-04-25,730.0000,733.8750,713.0500,705.9700,16807408
2017-04-24,704.5250,717.5000,700.1000,698.3821,11663462
2017-04-21,690.2500,710.5000,689.2750,691.0406,13820554
2017-04-20,689.5000,693.4000,682.0500,674.8054,3837224
2017-04-19,684.5000,691.2750,678.7750,674.4359,5290584
2017-04-18,699.9750,705.0000,683.5000,675.1257,7322166
2017-04-17,682.4000,697.7750,682.4000,685.7931,5411708
2017-04-13,677.0000,686.7000,673.6750,672.4650,5812376
2017-04-12,691.4000,693.2250,675.5750,667.1436,12548430
2017-04-11,693.9250,700.2250,685.0500,676.1850,14743454
2017-04-10,705.0000,712.4500,688.6500,680.6195,14066282
2017-04-07,710.6500,717.0000,701.2750,693.0607,14572302
2017-04-06,704.5000,724.4500,701.1000,708.7785,23142150
2017-04-05,687.3250,709.0000,687.3250,697.1996,18434720
2017-04-03,671.0000,690.2500,668.5250,677.3183,20520654
2017-03-31,633.0000,668.8250,633.0000,650.8346,20751038
2017-03-30,627.5000,637.3750,626.5000,626.0754,12737718
2017-03-29,625.8500,630.0000,616.6750,619.1773,8651574
2017-03-28,629.0000,632.0000,621.0500,613.8066,9923868
2017-03-27,635.5500,639.3750,623.6000,616.4427,14836244
2017-03-24,637.0500,646.0000,634.2250,634.0082,7443822
2017-03-23,631.5750,638.7750,629.0000,627.3811,5398180
2017-03-22,626.0000,632.9500,623.2750,620.6801,9276676
2017-03-21,641.1000,641.9500,629.6500,622.7003,10330214
2017-03-20,653.0000,653.1250,639.1750,631.0765,5883428
2017-03-17,654.0000,659.9750,649.0250,640.8816,10390152
2017-03-16,655.0000,655.2000,646.8000,639.3788,7279928
2017-03-15,645.5250,658.1500,645.2000,642.9756,11021316
2017-03-14,640.8250,659.5000,640.8250,635.3632,12693240
2017-03-10,645.1250,648.0000,630.6000,631.4953,11331136
2017-03-09,645.0000,649.0000,640.7500,634.0082,14215340
2017-03-08,653.8500,653.8500,643.0500,636.2007,19812206
2017-03-07,659.4250,663.5000,648.0750,642.9756,19233700
2017-03-06,634.5000,656.0000,632.6250,643.1727,30504308
2017-03-03,620.7750,643.9000,620.7750,620.1135,38541702
2017-03-02,618.9500,627.3500,613.5250,609.3721,8258066
2017-03-01,620.0500,622.2000,615.0000,608.2635,11148306
2017-02-28,616.0000,624.0000,614.2500,610.0127,16509062
2017-02-27,591.3750,628.4000,591.3750,610.4315,38137822
2017-02-23,606.8000,611.0000,589.6750,582.7652,28458468
2017-02-22,546.5000,605.8250,546.0000,594.9601,58207852
2017-02-21,537.6000,545.4750,536.5250,536.1785,6485580
2017-02-20,535.2750,539.4250,533.2500,529.8717,5326254
2017-02-17,533.2500,539.1000,529.2250,529.9210,6787712
2017-02-16,526.2750,534.7250,526.2750,525.9792,8985694
2017-02-15,526.4500,528.7500,522.6250,517.9971,6965690
2017-02-14,517.5000,526.4500,514.9500,517.2581,8340828
2017-02-13,516.5000,517.0000,511.0000,507.4283,3915976
2017-02-10,517.5000,517.7750,512.7750,507.5761,5723062
2017-02-09,514.0000,517.0000,513.4000,508.8571,4508432
2017-02-08,515.4500,519.1250,511.0000,505.1125,7420188
2017-02-07,521.0000,521.1750,513.6000,507.9456,4528490
2017-02-06,518.5000,522.4500,516.0250,513.2424,4567964
2017-02-03,523.0000,525.2250,515.0500,509.3006,6043502
2017-02-02,525.0000,525.4000,519.1250,514.1539,4159816
2017-02-01,523.0500,525.4500,517.6000,517.1841,5171596
2017-01-31,523.4250,526.9000,520.1500,514.9915,6914730
2017-01-30,512.4750,523.2250,512.4000,514.7944,7167512
2017-01-27,508.6500,514.4500,508.6500,505.0878,9994478
2017-01-25,516.0000,516.3500,508.0750,501.2446,10906460
2017-01-24,508.5000,514.4000,508.5000,506.1718,4306182
2017-01-23,510.9000,515.5000,506.4000,500.5548,6267066
2017-01-20,516.9750,518.7250,511.9500,505.4328,4016164
2017-01-19,517.5750,522.6500,515.5000,509.3252,6987456
2017-01-18,521.3000,524.0000,514.3750,508.7586,7254142
2017-01-17,532.5000,534.0000,519.2500,513.0453,17936580
2017-01-16,544.9750,546.9750,536.9750,530.2905,5492010
2017-01-13,542.2750,548.7500,542.2750,537.2625,3307338
2017-01-12,543.5000,545.1750,539.9000,533.7642,1998728
2017-01-11,547.5000,547.8500,542.0000,535.1192,5246422
2017-01-10,540.0000,547.2000,540.0000,536.9915,5188800
2017-01-09,538.5000,543.0000,535.5000,531.0049,2390514
2017-01-06,537.1000,542.5000,536.5500,529.6499,3586854
2017-01-05,535.5000,539.9500,534.3750,530.8571,3992966
2017-01-04,546.4500,546.5000,532.1500,525.8068,4751094
2017-01-03,544.9250,548.5000,540.5500,536.7698,2941502
2017-01-02,542.0000,545.0000,536.1750,534.6511,3244916
2016-12-30,532.4000,542.5000,531.5500,533.3207,7182986
2016-12-29,525.0000,534.4000,524.7500,524.9691,4010412
2016-12-28,533.9500,534.7750,523.5500,517.2087,4405854
2016-12-27,523.9250,533.5500,523.5000,524.5995,7974284
2016-12-26,527.1750,533.0000,522.3250,516.1001,7004598
2016-12-23,526.0000,534.4750,526.0000,520.9534,4692828
2016-12-22,529.0000,531.3250,525.4750,519.0072,13208832
2016-12-21,530.0500,533.6500,528.6000,523.8851,9311516
2016-12-20,527.3500,530.5000,526.5750,521.2491,5343438
2016-12-19,527.5000,533.4750,527.1750,523.5402,6861900
2016-12-16,526.0000,531.0000,526.0000,520.8795,6831074
2016-12-15,526.2000,533.8000,524.3250,518.8101,8837934
2016-12-14,519.9000,532.2250,519.1000,522.0374,11035658
2016-12-13,514.0000,520.5000,513.7750,512.3309,4738906
2016-12-12,510.2500,520.8500,510.2500,506.1225,4125400
2016-12-09,511.0000,515.9250,510.1500,506.9848,3766666
2016-12-08,502.5250,510.9000,502.1750,502.5996,4000460
2016-12-07,502.0000,503.8000,498.1750,492.3018,2254226
2016-12-06,498.0000,503.2750,497.3000,495.2827,3075070
2016-12-05,497.5000,499.8500,493.2500,489.6903,1822820
2016-12-02,497.9500,502.5000,495.9000,490.1338,5706090
2016-12-01,500.0000,507.5000,497.5000,491.6119,5773026
2016-11-30,499.9750,499.9750,493.3250,487.8180,12616008
2016-11-29,494.5000,502.1500,494.0250,491.5873,4519218
2016-11-28,496.5000,500.3000,492.0500,486.1427,3800322
2016-11-25,495.0000,497.9500,492.1750,489.6164,4779658
2016-11-24,502.7750,502.7750,491.1000,486.4876,8646750
2016-11-23,502.5000,505.2500,499.7750,497.1550,5992496
2016-11-22,498.8500,503.9000,496.6500,493.4350,8067320
2016-11-21,493.7750,496.7750,491.6000,488.5324,6049424
2016-11-18,492.5000,496.3500,491.0000,486.5615,8303856
2016-11-17,493.0000,499.0750,487.2000,481.7575,5773270
2016-11-16,497.5000,498.4000,490.3500,486.0934,7566452
2016-11-15,500.8750,500.8750,489.7750,485.5268,6623184
2016-11-11,498.9250,508.7500,497.5500,493.5828,6754784
2016-11-10,509.3000,514.4750,503.5000,497.8448,4463814
2016-11-09,475.0000,504.5000,465.0000,494.9871,9893146
2016-11-08,502.8500,502.8500,499.1500,494.4451,6140692
2016-11-07,507.0000,508.2750,499.5250,493.2872,4345842
2016-11-04,510.1250,513.4500,500.0000,495.4551,5273822
2016-11-03,511.9250,517.3750,510.3000,504.5212,3342742
2016-11-02,520.5000,521.4250,510.5000,504.4227,3218450
2016-11-01,527.4750,527.9750,523.7000,517.8493,4674022
2016-10-28,525.0000,529.0000,521.9000,519.7955,3715834
2016-10-27,525.5500,526.9500,521.7000,516.7160,5871148
2016-10-26,528.0250,529.7250,526.0500,519.3521,5004110
2016-10-25,532.5000,532.6250,527.1000,522.7026,3501422
2016-10-24,535.0000,537.0000,530.3250,523.9098,4806198
2016-10-21,548.5000,548.5000,529.2000,524.3531,19936484
2016-10-20,546.9750,549.0000,542.0250,535.8583,4629042
2016-10-19,542.2250,547.3500,540.7000,535.7596,7805312
2016-10-18,533.0000,541.3750,531.0250,532.6802,5062266
2016-10-17,540.0000,540.4000,529.3750,522.6041,4492474
2016-10-14,531.5000,541.0000,530.8250,530.9803,6978946
2016-10-13,548.1750,548.1750,526.0000,520.8795,10029334
2016-10-10,557.0000,561.0000,547.0000,540.1942,5281946
2016-10-07,557.0000,561.5250,553.2500,546.4271,6985676
2016-10-06,546.0000,563.1250,546.0000,547.3140,9651260
2016-10-05,552.0000,553.2500,542.9000,536.7698,4932794
2016-10-04,546.5250,554.1500,546.0000,540.1942,5995088
2016-10-03,543.5000,553.9750,538.1250,537.4103,8286218
2016-09-30,534.0000,547.2750,533.1500,533.9612,5120210
2016-09-29,547.5000,555.3750,533.7000,528.4182,9719492
2016-09-28,553.9500,554.0000,543.1500,537.3857,11346976
2016-09-27,558.5000,562.9750,553.3000,547.1661,8857386
2016-09-26,551.7000,564.7750,550.1250,545.5402,17469886
2016-09-23,544.5000,554.7250,544.5000,543.3723,14211450
2016-09-22,541.5000,547.9000,539.5000,536.5480,8577088
2016-09-21,537.0000,542.4500,534.5000,528.3196,5002952
2016-09-20,542.0000,542.3750,534.5250,529.2804,5271708
2016-09-19,536.2750,544.0000,535.5000,533.3207,7624648
2016-09-16,533.5000,546.9250,529.5500,529.9456,17977852
2016-09-15,523.5000,535.1000,523.5000,524.7474,14341770
2016-09-14,523.2500,529.5000,520.4500,514.7698,8505508
2016-09-12,515.2000,528.0000,514.5750,515.6321,15399600
2016-09-09,517.5000,524.9500,515.0000,514.6713,6980882
2016-09-08,511.5250,517.9750,510.1000,509.1774,5580392
2016-09-07,511.0000,513.5250,506.5250,501.4171,5909990
2016-09-06,506.6750,512.5000,506.6750,502.5257,5262182
2016-09-02,515.5500,516.2750,501.1500,499.2983,12857628
2016-09-01,526.5000,536.3750,512.8500,507.1080,19484908
2016-08-31,532.4500,537.0000,523.5000,522.2838,10649920
2016-08-30,531.0000,534.2500,526.5000,525.4372,8307044
2016-08-29,513.6250,529.8750,513.0500,521.0273,7402990
2016-08-26,508.9500,515.4000,507.3000,506.4675,4406930
2016-08-25,510.6000,514.5000,504.5000,498.9781,6839550
2016-08-24,505.8500,510.9750,505.5000,502.8213,3986306
2016-08-23,506.0000,507.5000,502.5000,497.8695,3346656
2016-08-22,506.0000,509.8500,503.6000,498.5593,3055808
2016-08-19,509.0000,511.0000,503.5500,500.0621,3738616
2016-08-18,508.0000,511.8250,508.0000,501.6141,3542898
2016-08-17,512.0500,514.4000,503.6000,499.2737,7079940
2016-08-16,517.9000,522.4000,507.7500,504.9893,6111206
2016-08-12,508.5000,521.4500,508.5000,510.3600,7481722
2016-08-11,500.9750,511.4250,499.8000,499.6679,6477798
2016-08-10,515.6250,517.2750,501.0000,494.5190,6158926
2016-08-09,513.5000,517.2500,510.5000,507.8470,6076092
2016-08-08,509.9500,517.0000,509.3250,507.1326,6197506
2016-08-05,499.0000,509.5000,498.5250,500.7273,5535828
2016-08-04,499.5000,500.0000,491.7000,489.2715,4657432
2016-08-03,507.2000,507.2000,495.7500,489.7396,5427608
2016-08-02,504.0000,510.0000,503.1500,499.0274,3524816
2016-08-01,509.0000,510.1500,502.5250,497.4014,3647388
2016-07-29,512.0000,512.4500,506.0000,500.0621,4402328
2016-07-28,507.4750,515.2500,506.5250,505.7037,7136750
2016-07-27,511.5250,513.0000,504.4750,499.1752,5042896
2016-07-26,511.5000,517.4000,507.6000,504.5705,4807744
2016-07-25,507.0000,511.8750,503.6750,503.9299,3767768
2016-07-22,503.0000,508.9000,502.5500,500.0374,3154228
2016-07-21,512.0000,512.5000,502.5000,495.8493,3068088
2016-07-20,509.9750,514.1500,508.2750,504.0531,5607290
2016-07-19,503.0000,511.4750,497.6500,501.4910,7611500
2016-07-18,514.0000,519.3750,500.8750,495.8000,14678172
2016-07-15,504.5000,510.5000,501.7500,498.7317,6397124
2016-07-14,504.0500,507.0500,499.1250,495.1349,4918366
2016-07-13,502.6000,508.3500,502.0750,497.0319,6818772
2016-07-12,497.6250,502.5000,495.5000,494.3958,4465370
2016-07-11,495.5000,497.4750,492.7500,489.0251,3779212
2016-07-08,493.5000,494.5000,488.1750,482.0778,3264450
2016-07-07,496.5500,500.2500,493.0750,486.7586,5499296
2016-07-05,493.0500,501.4500,490.1500,489.3208,5193356
2016-07-04,487.7500,496.8000,487.7500,486.1674,3567500
2016-07-01,486.3750,488.4000,485.0000,479.6388,3021958
2016-06-30,486.0000,488.7500,483.5250,477.5201,5832658
2016-06-29,481.0000,484.4750,480.0000,476.4115,3439714
2016-06-28,478.2000,480.7750,477.5000,471.9277,3476740
2016-06-27,470.2500,479.2000,470.2500,470.8684,4189198
2016-06-24,482.4500,482.4500,466.7000,468.7990,11422346
2016-06-23,489.9750,491.0000,485.0000,483.0879,4497386
2016-06-22,492.5000,492.9500,488.5500,483.1125,5846568
2016-06-21,497.0500,497.0750,489.8500,486.3644,6369730
2016-06-20,486.0750,496.3000,484.0000,487.8919,4918474
2016-06-17,488.5000,489.3250,485.0500,480.3533,4816192
2016-06-16,490.5000,491.8250,483.5250,481.0431,4284658
2016-06-15,490.0000,493.2500,486.8750,485.1326,5087842
2016-06-14,490.4750,492.7000,484.6500,481.0184,4994016
2016-06-13,484.9500,491.7250,481.5250,483.4081,4669712
2016-06-10,487.0000,492.2000,484.1500,481.2402,7459474
2016-06-09,480.0000,488.2250,478.1000,478.5056,7151680
2016-06-08,479.0000,479.0000,474.5750,470.1046,5547950
2016-06-07,478.6250,480.4750,475.8000,470.5728,8665254
2016-06-06,480.5000,481.5000,476.2750,470.4496,3964932
2016-06-03,480.0000,481.4500,477.9250,472.8393,3951424
2016-06-02,477.2500,478.5750,472.5500,471.1640,4687704
2016-06-01,478.9750,483.0500,475.9000,469.8583,4134068
2016-05-31,484.5000,486.5000,478.2500,471.9524,10666938
2016-05-30,488.2000,490.7500,482.5000,477.2984,4404182
2016-05-27,474.5250,488.4500,474.3750,480.2547,6126758
2016-05-26,475.0000,476.2000,472.0500,466.5324,6487202
2016-05-25,474.9250,476.4000,470.5750,468.6758,4224270
2016-05-24,464.0250,472.0000,464.0250,463.3790,5615474
2016-05-23,468.6750,470.3500,462.8250,458.2301,8396196
2016-05-20,476.0000,477.2500,465.6750,460.2995,8477976
2016-05-19,485.8500,485.9500,472.8000,468.6758,4176116
2016-05-18,482.9500,486.2500,482.0500,478.2099,3761948
2016-05-17,490.1250,491.5500,483.1750,477.5201,5558046
2016-05-16,488.5000,491.2500,485.5500,480.8706,4264144
2016-05-13,494.4750,495.2750,487.5000,481.9546,6696706
2016-05-12,488.0000,497.1000,487.5250,489.1729,5845428
2016-05-11,485.9000,490.3750,485.0000,480.5996,5641398
2016-05-10,491.5500,492.3500,489.0000,484.1226,3313680
2016-05-09,487.5000,493.0000,486.4000,484.3936,7016176
2016-05-06,486.5000,488.4000,483.5000,477.4216,6742440
2016-05-05,490.0000,491.7250,485.4500,480.5257,9904822
2016-05-04,487.0250,491.8500,486.5000,481.9300,6192906
2016-05-03,494.0000,497.4750,486.3750,480.7967,8033248
2016-05-02,489.5000,496.2000,489.0000,486.2906,4855506
2016-04-29,496.7250,499.2750,489.4250,484.1965,10734120
2016-04-28,507.0000,509.6000,495.4750,491.0946,28321014
2016-04-27,508.9500,512.9750,508.0000,502.2793,6630120
2016-04-26,507.7000,511.9500,503.7500,501.0722,12082558
2016-04-25,522.2250,522.2250,506.1500,501.0475,27959172
2016-04-22,519.5000,523.7500,514.6500,511.9120,5351172
2016-04-21,520.7000,526.0000,517.5000,512.9960,5202872
2016-04-20,532.3750,534.6000,517.9000,511.0990,9914994
2016-04-18,533.0250,533.4000,527.7000,524.6242,8716204
2016-04-13,526.2750,534.9500,526.2750,525.2648,7332282
2016-04-12,520.1500,528.7250,519.0250,516.0755,5104198
2016-04-11,518.5000,522.7500,516.5000,512.5772,4712636
2016-04-08,517.9500,527.2250,515.6000,510.6309,6131402
2016-04-07,517.4500,524.0000,511.0500,511.0744,4018110
2016-04-06,516.0500,518.3500,511.3000,509.3499,3195950
2016-04-05,515.6750,521.2000,511.1000,505.9993,4690296
2016-04-04,520.0000,521.1000,512.6500,509.9904,3946520
2016-04-01,519.5500,523.1500,512.5000,509.6947,5660230
2016-03-31,520.5000,528.0000,516.3500,514.9915,14095970
2016-03-30,521.3500,525.8750,521.3500,515.9031,6607560
2016-03-29,511.9000,521.0000,510.1000,510.5817,7255802
2016-03-28,514.6000,515.8500,507.8250,502.7721,8261106
2016-03-23,523.4500,523.4500,511.2000,507.1080,7683308
2016-03-22,518.5000,526.1250,517.8250,516.2972,7009934
2016-03-21,513.9750,520.7500,511.3750,511.0990,5809704
2016-03-18,509.1250,515.0750,507.8500,506.1225,6414492
2016-03-17,513.5000,518.4500,506.0000,500.6041,7695480
2016-03-16,510.5000,512.9000,502.7250,493.0901,5058148
2016-03-15,512.0000,513.9250,507.5500,492.4868,4794664
2016-03-14,509.5500,513.2000,506.4750,492.1249,5431180
2016-03-11,507.4500,514.7750,505.3000,489.5913,7003352
2016-03-10,521.0250,522.9500,504.5000,488.2641,9466248
2016-03-09,510.0000,521.9500,509.3000,502.7178,5419662
2016-03-08,503.2000,515.4500,503.2000,495.6237,6045108
2016-03-04,507.0000,507.5000,501.7500,485.6823,4108856
2016-03-03,505.0000,509.0000,498.7500,488.7950,7260012
2016-03-02,496.4500,502.8750,493.6250,483.3176,9191772
2016-03-01,482.3500,492.5250,482.3250,473.5692,7521846
2016-02-29,475.6500,497.3000,467.5000,466.4992,14186948
2016-02-26,476.5000,479.3750,472.1500,458.6329,3817066
2016-02-25,477.1000,478.2750,470.4250,455.6167,11350050
2016-02-24,472.4500,479.2750,471.0000,459.7429,6942622
2016-02-23,481.5500,483.6000,471.3750,458.2951,8681492
2016-02-22,472.0500,484.1500,472.0500,464.3999,5838396
2016-02-19,470.0000,476.3750,468.6750,455.7373,4679328
2016-02-18,481.4750,484.3500,468.0000,453.6863,6598322
2016-02-17,467.5500,478.7250,458.2000,459.7187,7059664
2016-02-16,475.5500,479.0000,463.5000,449.0775,5954526
2016-02-15,459.0000,475.6750,459.0000,456.8955,8815778
2016-02-12,466.9500,466.9500,444.0500,437.4953,13403870
2016-02-11,481.4250,482.9750,457.7500,446.1820,7824326
2016-02-10,475.8500,486.5000,474.3250,464.5688,7718500
2016-02-09,476.4500,484.4000,475.0000,462.0834,8962058
2016-02-08,485.5500,492.4000,478.9750,463.7966,5521706
2016-02-05,489.5500,491.0000,480.7000,468.5502,9599764
2016-02-04,494.0000,500.5000,482.8500,469.5878,8322158
2016-02-03,494.0000,497.0000,487.5000,473.6174,7173616
2016-02-02,515.1500,516.4000,495.2500,483.1487,6752932
2016-02-01,519.9750,520.9000,512.7750,497.2163,4534546
2016-01-29,509.4750,520.0000,509.0000,499.6775,8767154
2016-01-28,500.5000,510.9000,498.5500,490.7495,10548946
2016-01-27,501.9750,505.0000,498.4750,482.2800,7886590
2016-01-25,505.0000,509.3750,500.0000,484.4999,5988680
2016-01-22,497.0250,505.5000,497.0250,484.5964,10826910
2016-01-21,508.7750,512.8750,488.3500,474.9687,14523544
2016-01-20,517.4500,517.4500,495.0000,484.7895,20624706
2016-01-19,514.5000,524.9000,507.0500,503.6347,9824192
2016-01-18,537.5000,541.9750,504.0500,490.7254,12459918
2016-01-15,534.8750,544.7500,532.8000,517.9678,13151450
2016-01-14,531.9250,540.5000,526.5250,512.3456,12719826
2016-01-13,526.5500,544.8750,523.6000,519.6810,32825622
2016-01-12,527.5000,532.7000,520.5500,504.5275,10685522
2016-01-11,507.9750,530.4000,505.5000,507.4955,13265342
2016-01-08,510.0000,516.4500,508.3500,495.0204,9743678
2016-01-07,510.5250,514.0000,504.0250,488.9880,9024438
2016-01-06,503.8000,519.2000,500.2000,498.1331,12233710
2016-01-05,500.1500,505.0000,498.5000,485.0790,6832918
2016-01-04,502.5000,506.9000,493.3500,480.3254,13793142
2016-01-01,504.9000,509.4500,504.1000,490.0015,2476270
2015-12-31,501.7000,509.8500,499.5500,489.6395,8450132
2015-12-30,507.5000,508.0000,501.0000,484.7653,3726642
2015-12-29,505.2000,509.3500,503.5750,490.0256,6818120
2015-12-28,500.2750,506.8750,500.0000,487.6127,5891016
2015-12-24,501.9500,503.6000,498.1500,482.8591,5441138
2015-12-23,495.9000,503.4500,495.0000,484.4275,5906346
2015-12-22,496.4000,501.3000,492.0000,476.4647,5293656
2015-12-21,493.9500,499.5000,492.1750,478.7812,5637670
2015-12-18,501.9000,504.5000,495.0000,478.6847,7322040
2015-12-17,490.0250,507.5000,489.0000,487.2748,8854870
2015-12-16,487.9500,493.7750,486.7500,472.2903,5530496
2015-12-15,478.5000,488.9750,476.8250,470.9632,7186122
2015-12-14,473.8000,481.7500,473.0000,460.9252,4829460
2015-12-11,475.8750,479.5000,471.4500,459.8876,8300090
2015-12-10,461.2500,476.9000,460.0000,458.6329,8499730
2015-12-09,468.1000,471.7250,456.4250,442.0076,4194236
2015-12-08,474.4500,476.8000,468.0500,454.0724,3443452
2015-12-07,482.7250,486.5000,474.8750,459.4533,6621556
2015-12-04,486.1500,488.1000,480.7000,465.9200,6146002
2015-12-03,487.4500,494.4750,487.0500,471.5905,5194048
2015-12-02,483.1250,489.8500,482.2500,471.9525,3462408
2015-12-01,482.0000,489.4000,480.6250,466.1372,5934650
2015-11-30,489.2500,492.2000,481.1500,466.7163,13678054
